domain,subdomain,product,attribute,column_name,business_glossary_term,type,is_primary_key,foreign_key_to,tags,value_regex,data_type,description,reference
fabrication,equipment_management,equipment_run,run_end_timestamp,run_end_timestamp,Run End Timestamp,TIMESTAMP,,,,,transactional_data,Timestamp when the equipment run completed processing. Marks the end of the process execution cycle.,SEMI E10 Equipment Event Standard
fabrication,equipment_management,equipment_run,run_number,run_number,Run Number,STRING,,,,,transactional_data,"Business identifier for this equipment run, typically assigned by the Manufacturing Execution System (MES). Used for operational tracking and traceability.",SEMI E10 Equipment Event Standard
fabrication,equipment_management,equipment_run,run_processes_lot,run_processes_lot,,BIGINT,,,,,transactional_data,FK to fabrication.fabrication_wafer_lot.fabrication_wafer_lot_id — Equipment runs are executed on wafer lots. This is the core tool-to-WIP linkage.,
fabrication,equipment_management,equipment_run,run_start_timestamp,run_start_timestamp,Run Start Timestamp,TIMESTAMP,,,,,transactional_data,Timestamp when the equipment run started processing. Marks the beginning of the process execution cycle.,SEMI E10 Equipment Event Standard
fabrication,equipment_management,equipment_run,run_status,run_status,Run Status,STRING,,,,completed|aborted|failed|in_progress|paused,transactional_data,"Current lifecycle status of the equipment run. Indicates whether the run completed successfully, was aborted, failed due to error, is currently in progress, or was paused.",SEMI E10 Equipment Event Standard
fabrication,equipment_management,equipment_run,run_uses_recipe,run_uses_recipe,,BIGINT,,,,,transactional_data,"FK to fabrication.process_recipe.process_recipe_id — Every equipment run executes a specific process recipe. Critical for recipe traceability, excursion investigation, and process control.",
fabrication,equipment_management,equipment_run,target_pressure_torr,target_pressure_torr,Target Pressure Torr,"DECIMAL(12,6)",,,,,transactional_data,Target chamber pressure in Torr as specified by the recipe. Critical control parameter for vacuum and deposition processes.,SEMI E10 Equipment Event Standard
fabrication,equipment_management,equipment_run,target_temperature_celsius,target_temperature_celsius,Target Temperature Celsius,"DECIMAL(10,2)",,,,,transactional_data,Target process temperature in degrees Celsius as specified by the recipe. Critical control parameter for thermal processes.,SEMI E10 Equipment Event Standard
fabrication,equipment_management,equipment_run,uses_recipe,uses_recipe,,BIGINT,,,,,transactional_data,FK to fabrication.process_recipe.process_recipe_id — Every equipment run executes a specific recipe. Required for recipe-to-outcome traceability and process capability analysis.,
fabrication,equipment_management,equipment_run,wafer_count,wafer_count,Wafer Count,INT,,,,,transactional_data,Number of wafers processed in this equipment run. Batch size for the run.,SEMI E142 Substrate Tracking Standard
fabrication,equipment_management,equipment_run,wafer_slot_map,wafer_slot_map,Wafer Slot Map,STRING,,,,,transactional_data,Mapping of wafer identifiers to slot positions within the carrier or chamber. Structured representation of wafer placement during processing.,SEMI E142 Substrate Tracking Standard
fabrication,equipment_management,fab,fab_id,fab_id,Fab Identifier,BIGINT,Y,equipment.fab.fab_id,,,master_data,Primary key for fab,
fabrication,equipment_management,fab,fab_site_id,fab_site_id,Fab Site Id (Foreign Key),BIGINT,,fabrication.fab_site.fab_site_id,,,master_data,Foreign key linking to fabrication.fab_site. Business justification: Each fab belongs to a fab site; adding fab_site_id FK to fab links fab to its site and resolves fab_site isolation.,Internal - LLM Generated Cross-Domain Link
fabrication,equipment_management,fab,capacity_wafers_per_month,capacity_wafers_per_month,,INT,,,,,master_data,Maximum number of wafers the fab can process in a month.,
fabrication,equipment_management,fab,cleanroom_class,cleanroom_class,,STRING,,,,,master_data,Cleanroom class rating of the fab environment.,
fabrication,equipment_management,fab,compliance_status,compliance_status,,STRING,,,,,master_data,Current compliance standing with industry regulations.,
fabrication,equipment_management,fab,contact_email,contact_email,,STRING,,,"confidential,pii_email",,master_data,Primary email address for fab communications.,
fabrication,equipment_management,fab,contact_phone,contact_phone,,STRING,,,"confidential,pii_phone",,master_data,Primary telephone number for the fab.,
fabrication,equipment_management,fab,created_timestamp,created_timestamp,,TIMESTAMP,,,,,master_data,Timestamp when the fab record was first created.,
fabrication,equipment_management,fab,description,description,,STRING,,,,,master_data,Free‑form textual description of the fab.,
fabrication,equipment_management,fab,end_date,end_date,,DATE,,,,,master_data,Date when the fab ceased operations (null if still active).,
fabrication,equipment_management,fab,environmental_certification,environmental_certification,,STRING,,,,,master_data,Environmental management certification held by the fab.,
fabrication,equipment_management,fab,fab_code,fab_code,,STRING,,,,,master_data,Business‑assigned unique code for the fab.,
fabrication,equipment_management,fab,fab_region,fab_region,,STRING,,,,,master_data,Broad geographic region where the fab is located.,
fabrication,equipment_management,fab,fab_type,fab_type,,STRING,,,,,master_data,Classification of the fab based on process focus.,
fabrication,equipment_management,fab,last_maintenance_date,last_maintenance_date,,DATE,,,,,master_data,Date of the most recent maintenance activity.,
fabrication,equipment_management,fab,location_city,location_city,,STRING,,,,,master_data,City where the fab is situated.,
fabrication,equipment_management,fab,location_country,location_country,,STRING,,,,,master_data,Three‑letter ISO country code where the fab resides.,
fabrication,equipment_management,fab,location_state,location_state,,STRING,,,,,master_data,State or province of the fab location.,
fabrication,equipment_management,fab,manager_name,manager_name,,STRING,,,,,master_data,Name of the manager overseeing the fab.,
fabrication,equipment_management,fab,name,name,,STRING,,,,,master_data,Human‑readable name of the fab.,
fabrication,equipment_management,fab,next_scheduled_maintenance,next_scheduled_maintenance,,DATE,,,,,master_data,Planned date for the next maintenance event.,
fabrication,equipment_management,fab,number_of_cleanrooms,number_of_cleanrooms,,INT,,,,,master_data,Total count of cleanrooms within the fab.,
fabrication,equipment_management,fab,owner_department,owner_department,,STRING,,,,,master_data,Internal department responsible for the fab.,
fabrication,equipment_management,fab,power_capacity_mw,power_capacity_mw,,"DECIMAL(6,2)",,,,,master_data,Maximum electrical power capacity of the fab in megawatts.,
fabrication,equipment_management,fab,safety_incident_count,safety_incident_count,,INT,,,,,master_data,Cumulative number of safety incidents recorded at the fab.,
fabrication,equipment_management,fab,start_date,start_date,,DATE,,,,,master_data,Date when the fab began operations.,
fabrication,equipment_management,fab,status,status,,STRING,,,,,master_data,Current operational status of the fab.,
fabrication,equipment_management,fab,technology_node_nm,technology_node_nm,,"DECIMAL(5,2)",,,,,master_data,Minimum feature size of the process technology in nanometers.,
fabrication,equipment_management,fab,total_area_sq_m,total_area_sq_m,,"DECIMAL(10,2)",,,,,master_data,Overall floor area of the fab in square meters.,
fabrication,equipment_management,fab,updated_timestamp,updated_timestamp,,TIMESTAMP,,,,,master_data,Timestamp of the most recent update to the fab record.,
fabrication,equipment_management,fab,waste_treatment_capacity_kg_per_day,waste_treatment_capacity_kg_per_day,,"DECIMAL(8,2)",,,,,master_data,Maximum waste treatment capacity per day in kilograms.,
fabrication,equipment_management,fab,water_usage_cubic_m_per_day,water_usage_cubic_m_per_day,,"DECIMAL(8,2)",,,,,master_data,Average water consumption per day in cubic meters.,
fabrication,equipment_management,fab_facility,fab_facility_id,fab_facility_id,Fab Facility Identifier,BIGINT,Y,,,,master_data,Primary key for fab_facility,
fabrication,equipment_management,fab_facility,parent_fab_facility_id,parent_fab_facility_id,,BIGINT,,fabrication.fab_facility.fab_facility_id,self_ref_fk,,master_data,Self-referencing FK on fab_facility (parent_fab_facility_id),
fabrication,equipment_management,fab_facility,capacity_wafer_per_month,capacity_wafer_per_month,,BIGINT,,,,,master_data,Maximum number of wafers the facility can process in a calendar month.,
fabrication,equipment_management,fab_facility,carbon_footprint_kgco2e,carbon_footprint_kgco2e,,"DECIMAL(12,2)",,,,,master_data,Monthly greenhouse‑gas emissions expressed in kilograms CO₂ equivalent.,
fabrication,equipment_management,fab_facility,city,city,,STRING,,,"confidential,pii_address",,master_data,City where the facility is located.,
fabrication,equipment_management,fab_facility,cleanroom_class,cleanroom_class,,STRING,,,,,master_data,ISO cleanroom classification of the facility's most stringent environment.,
fabrication,equipment_management,fab_facility,compliance_status,compliance_status,,STRING,,,,,master_data,Current compliance standing with regulatory and industry standards.,
fabrication,equipment_management,fab_facility,contact_email,contact_email,,STRING,,,"restricted,pii_email",,master_data,Primary email address for facility communications.,
fabrication,equipment_management,fab_facility,contact_phone,contact_phone,,STRING,,,"restricted,pii_phone",,master_data,Primary telephone number for facility communications.,
fabrication,equipment_management,fab_facility,country_code,country_code,,STRING,,,"confidential,pii_address",,master_data,Three‑letter ISO country code of the facility location.,
fabrication,equipment_management,fab_facility,description,description,,STRING,,,,,master_data,Free‑form description of the facility's capabilities and role.,
fabrication,equipment_management,fab_facility,end_date,end_date,,DATE,,,,,master_data,Date when the facility ceased operations (null if still active).,
fabrication,equipment_management,fab_facility,energy_consumption_mwh,energy_consumption_mwh,,"DECIMAL(12,2)",,,,,master_data,Average monthly energy consumption measured in megawatt‑hours.,
fabrication,equipment_management,fab_facility,environmental_certifications,environmental_certifications,,STRING,,,,,master_data,"Comma‑separated list of environmental certifications (e.g., ISO 14001).",
fabrication,equipment_management,fab_facility,equipment_summary,equipment_summary,,STRING,,,,,master_data,Free‑text summary of key equipment types and models present.,
fabrication,equipment_management,fab_facility,fab_area_sqft,fab_area_sqft,,"DECIMAL(12,2)",,,,,master_data,Total usable floor area of the fab in square feet.,
fabrication,equipment_management,fab_facility,facility_code,facility_code,,STRING,,,,,master_data,External business code or identifier used to reference the facility in enterprise systems.,
fabrication,equipment_management,fab_facility,facility_name,facility_name,,STRING,,,,,master_data,Human‑readable name of the fabrication facility.,
fabrication,equipment_management,fab_facility,facility_type,facility_type,,STRING,,,,,master_data,Category of the facility based on its primary function.,
fabrication,equipment_management,fab_facility,last_audit_date,last_audit_date,,DATE,,,,,master_data,Date of the most recent compliance audit.,
fabrication,equipment_management,fab_facility,latitude,latitude,,"DECIMAL(9,6)",,,,,master_data,Geographic latitude of the facility (decimal degrees).,
fabrication,equipment_management,fab_facility,lifecycle_status,lifecycle_status,,STRING,,,,,master_data,Current lifecycle stage of the facility.,
fabrication,equipment_management,fab_facility,lithography_type,lithography_type,,STRING,,,,,master_data,Primary lithography technology employed at the fab.,
fabrication,equipment_management,fab_facility,location_address_line1,location_address_line1,,STRING,,,"confidential,pii_address",,master_data,Primary street address of the facility.,
fabrication,equipment_management,fab_facility,location_address_line2,location_address_line2,,STRING,,,"confidential,pii_address",,master_data,"Secondary address information (suite, building, etc.).",
fabrication,equipment_management,fab_facility,longitude,longitude,,"DECIMAL(9,6)",,,,,master_data,Geographic longitude of the facility (decimal degrees).,
fabrication,equipment_management,fab_facility,maintenance_window,maintenance_window,,STRING,,,,,master_data,"Typical time window (e.g., weekly, monthly) allocated for planned maintenance.",
fabrication,equipment_management,fab_facility,manager_name,manager_name,,STRING,,,"restricted,pii_name",,master_data,Full name of the person responsible for overall facility management.,
fabrication,equipment_management,fab_facility,next_audit_due,next_audit_due,,DATE,,,,,master_data,Scheduled date for the next compliance audit.,
fabrication,equipment_management,fab_facility,notes,notes,,STRING,,,,,master_data,Any supplemental information or remarks about the facility.,
fabrication,equipment_management,fab_facility,number_of_cleanrooms,number_of_cleanrooms,,INT,,,,,master_data,Count of cleanroom spaces within the facility.,
fabrication,equipment_management,fab_facility,number_of_equipment_units,number_of_equipment_units,,INT,,,,,master_data,"Total number of major equipment units (e.g., lithography, etch, deposition) installed.",
fabrication,equipment_management,fab_facility,operational_status,operational_status,,STRING,,,,,master_data,Current operational condition of the facility.,
fabrication,equipment_management,fab_facility,process_technology_node,process_technology_node,,STRING,,,,,master_data,"Primary semiconductor process node supported (e.g., 7nm, 5nm).",
fabrication,equipment_management,fab_facility,restricted_access,restricted_access,,BOOLEAN,,,,,master_data,Indicates whether the facility requires restricted (security‑cleared) access.,
fabrication,equipment_management,fab_facility,safety_certifications,safety_certifications,,STRING,,,,,master_data,"Comma‑separated list of safety certifications held (e.g., ISO 45001).",
fabrication,equipment_management,fab_facility,shift_schedule,shift_schedule,,STRING,,,,,master_data,Number of production shifts operated per day.,
fabrication,equipment_management,fab_facility,start_date,start_date,,DATE,,,,,master_data,Date when the facility began operations.,
fabrication,equipment_management,fab_facility,state_province,state_province,,STRING,,,"confidential,pii_address",,master_data,State or province of the facility location.,
fabrication,equipment_management,fab_facility,waste_generated_tons,waste_generated_tons,,"DECIMAL(12,2)",,,,,master_data,Total waste generated per month measured in metric tons.,
fabrication,equipment_management,fab_facility,water_usage_m3,water_usage_m3,,"DECIMAL(12,2)",,,,,master_data,Average monthly water usage in cubic meters.,
fabrication,equipment_management,fab_site,fab_site_id,fab_site_id,Fab Site Identifier,BIGINT,Y,,,,master_data,Primary key for fab_site,
fabrication,equipment_management,fab_site,parent_fab_site_id,parent_fab_site_id,,BIGINT,,fabrication.fab_site.fab_site_id,self_ref_fk,,master_data,Self-referencing FK on fab_site (parent_fab_site_id),
fabrication,equipment_management,fab_site,plant_id,plant_id,Plant Id (Foreign Key),BIGINT,,fabrication.plant.plant_id,,,master_data,Foreign key linking to fabrication.plant. Business justification: Fab site is part of a plant; adding plant_id FK to fab_site establishes hierarchy and connects plant.,Internal - LLM Generated Cross-Domain Link
fabrication,equipment_management,fab_site,address_line1,address_line1,,STRING,,,,,master_data,Primary street address of the fab site.,
fabrication,equipment_management,fab_site,address_line2,address_line2,,STRING,,,,,master_data,"Secondary address information (e.g., suite, building).",
fabrication,equipment_management,fab_site,audit_status,audit_status,,STRING,,,,,master_data,Result of the most recent audit.,
fabrication,equipment_management,fab_site,capacity_wafer_per_month,capacity_wafer_per_month,,INT,,,,,master_data,Maximum number of wafers the site can process each month.,
fabrication,equipment_management,fab_site,city,city,,STRING,,,,,master_data,City where the fab site is located.,
fabrication,equipment_management,fab_site,country,country,,STRING,,,,,master_data,Three‑letter ISO country code of the fab site.,
fabrication,equipment_management,fab_site,created_timestamp,created_timestamp,,TIMESTAMP,,,,,master_data,Timestamp when the record was first created.,
fabrication,equipment_management,fab_site,description,description,,STRING,,,,,master_data,Free‑form description of the fab site.,
fabrication,equipment_management,fab_site,end_date,end_date,,DATE,,,,,master_data,Date when the site was decommissioned or closed (nullable).,
fabrication,equipment_management,fab_site,environmental_certification,environmental_certification,,STRING,,,,,master_data,Environmental compliance certifications held by the site.,
fabrication,equipment_management,fab_site,ghs_compliance,ghs_compliance,,STRING,,,,,master_data,Globally Harmonized System chemical safety compliance.,
fabrication,equipment_management,fab_site,is_primary_site,is_primary_site,,BOOLEAN,,,,,master_data,Indicates whether this site is the primary manufacturing location for the company.,
fabrication,equipment_management,fab_site,last_audit_date,last_audit_date,,DATE,,,,,master_data,Date of the most recent compliance audit.,
fabrication,equipment_management,fab_site,latitude,latitude,,DOUBLE,,,,,master_data,Geographic latitude of the fab site.,
fabrication,equipment_management,fab_site,longitude,longitude,,DOUBLE,,,,,master_data,Geographic longitude of the fab site.,
fabrication,equipment_management,fab_site,maintenance_window_start,maintenance_window_start,,STRING,,,,,master_data,"Daily start time for scheduled maintenance (HH:mm, 24‑hour).",
fabrication,equipment_management,fab_site,manager_email,manager_email,,STRING,,,"restricted,pii_email",,master_data,Email address of the site manager.,
fabrication,equipment_management,fab_site,manager_name,manager_name,,STRING,,,"restricted,pii_name",,master_data,Full name of the site manager.,
fabrication,equipment_management,fab_site,manager_phone,manager_phone,,STRING,,,"restricted,pii_phone",,master_data,Contact phone number for the site manager.,
fabrication,equipment_management,fab_site,name,name,,STRING,,,,,master_data,Human‑readable name of the fab site.,
fabrication,equipment_management,fab_site,next_audit_date,next_audit_date,,DATE,,,,,master_data,Scheduled date for the upcoming audit.,
fabrication,equipment_management,fab_site,notes,notes,,STRING,,,,,master_data,Additional remarks or operational notes.,
fabrication,equipment_management,fab_site,number_of_cleanrooms,number_of_cleanrooms,,INT,,,,,master_data,Count of classified cleanroom environments at the site.,
fabrication,equipment_management,fab_site,number_of_employees,number_of_employees,,INT,,,,,master_data,Headcount of staff assigned to the site.,
fabrication,equipment_management,fab_site,number_of_tools,number_of_tools,,INT,,,,,master_data,"Total count of lithography, etch, deposition, and other equipment.",
fabrication,equipment_management,fab_site,operational_hours_per_day,operational_hours_per_day,,INT,,,,,master_data,Standard number of production hours each day.,
fabrication,equipment_management,fab_site,owner_department,owner_department,,STRING,,,,,master_data,Internal department responsible for the site.,
fabrication,equipment_management,fab_site,postal_code,postal_code,,STRING,,,,,master_data,Postal/ZIP code for the fab site address.,
fabrication,equipment_management,fab_site,power_capacity_mw,power_capacity_mw,,"DECIMAL(10,2)",,,,,master_data,Maximum electrical power available to the site in megawatts.,
fabrication,equipment_management,fab_site,region,region,,STRING,,,,,master_data,"Broad region (e.g., APAC, EMEA, Americas) where the site resides.",
fabrication,equipment_management,fab_site,safety_incident_count,safety_incident_count,,INT,,,,,master_data,Number of recorded safety incidents at the site in the past year.,
fabrication,equipment_management,fab_site,security_level,security_level,,STRING,,,,,master_data,Physical and logical security classification of the site.,
fabrication,equipment_management,fab_site,site_area_sq_m,site_area_sq_m,,"DECIMAL(12,2)",,,,,master_data,Total built‑up area of the fab site in square meters.,
fabrication,equipment_management,fab_site,site_code,site_code,,STRING,,,,,master_data,Business code used to reference the fab site in external systems.,
fabrication,equipment_management,fab_site,site_type,site_type,,STRING,,,,,master_data,"Category of the site (e.g., fab, test, R&D, assembly).",
fabrication,equipment_management,fab_site,start_date,start_date,,DATE,,,,,master_data,Date when the fab site became operational.,
fabrication,equipment_management,fab_site,state,state,,STRING,,,,,master_data,State or province of the fab site location.,
fabrication,equipment_management,fab_site,status,status,,STRING,,,,,master_data,Current lifecycle status of the site.,
fabrication,equipment_management,fab_site,updated_timestamp,updated_timestamp,,TIMESTAMP,,,,,master_data,Timestamp of the most recent update to the record.,
fabrication,equipment_management,fab_site,waste_treatment_capacity_tons_per_day,waste_treatment_capacity_tons_per_day,,"DECIMAL(10,2)",,,,,master_data,Maximum waste treatment throughput per day.,
fabrication,equipment_management,fab_site,water_capacity_m3_per_day,water_capacity_m3_per_day,,"DECIMAL(10,2)",,,,,master_data,Daily water supply capacity for the fab site.,
fabrication,equipment_management,mask_set,mask_set_id,mask_set_id,Mask Set Identifier,BIGINT,Y,,,,master_data,Primary key for mask_set,
fabrication,equipment_management,mask_set,derived_from_mask_set_id,derived_from_mask_set_id,,BIGINT,,fabrication.mask_set.mask_set_id,self_ref_fk,,master_data,Self-referencing FK on mask_set (derived_from_mask_set_id),
fabrication,equipment_management,mask_set,application_area,application_area,,STRING,,,,,master_data,Primary product domain where the mask set is applied.,
fabrication,equipment_management,mask_set,compliance_status,compliance_status,,STRING,,,,,master_data,Regulatory or internal compliance status of the mask set.,
fabrication,equipment_management,mask_set,creation_timestamp,creation_timestamp,,TIMESTAMP,,,,,master_data,Date and time when the mask set record was first created in the system.,
fabrication,equipment_management,mask_set,description,description,,STRING,,,,,master_data,Free‑form description of the mask set's purpose and characteristics.,
fabrication,equipment_management,mask_set,effective_end_date,effective_end_date,,DATE,,,,,master_data,Date after which the mask set is no longer valid (null if open‑ended).,
fabrication,equipment_management,mask_set,effective_start_date,effective_start_date,,DATE,,,,,master_data,Date from which the mask set is considered valid for production.,
fabrication,equipment_management,mask_set,exposure_tool,exposure_tool,,STRING,,,,,master_data,Name or identifier of the lithography tool that uses this mask set.,
fabrication,equipment_management,mask_set,inspection_date,inspection_date,,DATE,,,,,master_data,Date of the most recent quality inspection of the mask set.,
fabrication,equipment_management,mask_set,inspection_result,inspection_result,,STRING,,,,,master_data,Outcome of the latest inspection.,
fabrication,equipment_management,mask_set,last_updated_timestamp,last_updated_timestamp,,TIMESTAMP,,,,,master_data,Date and time of the most recent modification to the mask set record.,
fabrication,equipment_management,mask_set,last_used_timestamp,last_used_timestamp,,TIMESTAMP,,,,,master_data,Date and time the mask set was most recently used in production.,
fabrication,equipment_management,mask_set,lithography_technology,lithography_technology,,STRING,,,,,master_data,Lithography technology for which the mask set is designed.,
fabrication,equipment_management,mask_set,mask_cost_usd,mask_cost_usd,,"DECIMAL(12,2)",,,,,master_data,Acquisition cost of the mask set in US dollars.,
fabrication,equipment_management,mask_set,mask_layer_count,mask_layer_count,,INT,,,,,master_data,Number of patterned layers contained in the mask set.,
fabrication,equipment_management,mask_set,mask_material,mask_material,,STRING,,,,,master_data,"Material composition of the mask (e.g., quartz, glass, silicon).",
fabrication,equipment_management,mask_set,mask_set_category,mask_set_category,,STRING,,,,,master_data,"Category indicating whether the mask set is a standard, custom, or prototype design.",
fabrication,equipment_management,mask_set,mask_set_code,mask_set_code,,STRING,,,,,master_data,External catalogue or part number assigned to the mask set by the fab.,
fabrication,equipment_management,mask_set,mask_set_notes,mask_set_notes,,STRING,,,,,master_data,Additional free‑form notes or comments about the mask set.,
fabrication,equipment_management,mask_set,mask_set_priority,mask_set_priority,,STRING,,,,,master_data,Priority level for scheduling mask set usage in fab planning.,
fabrication,equipment_management,mask_set,mask_thickness_nm,mask_thickness_nm,,"DECIMAL(6,2)",,,,,master_data,Physical thickness of the mask substrate in nanometres.,
fabrication,equipment_management,mask_set,mask_type,mask_type,,STRING,,,,,master_data,Category of mask based on its physical principle.,
fabrication,equipment_management,mask_set,name,name,,STRING,,,,,master_data,Human‑readable name of the mask set used by engineers and planners.,
fabrication,equipment_management,mask_set,owner_department,owner_department,,STRING,,,,,master_data,Organizational department responsible for the mask set.,
fabrication,equipment_management,mask_set,quality_grade,quality_grade,,STRING,,,,,master_data,"Quality grade assigned after inspection (A‑highest, D‑lowest).",
fabrication,equipment_management,mask_set,revision_date,revision_date,,DATE,,,,,master_data,Date when the current revision of the mask set was released.,
fabrication,equipment_management,mask_set,revision_number,revision_number,,INT,,,,,master_data,Sequential revision number for engineering changes to the mask set.,
fabrication,equipment_management,mask_set,safety_classification,safety_classification,,STRING,,,,,master_data,Safety handling class for the mask set according to fab safety standards.,
fabrication,equipment_management,mask_set,status,status,,STRING,,,,,master_data,Current lifecycle state of the mask set.,
fabrication,equipment_management,mask_set,storage_location,storage_location,,STRING,,,,,master_data,Physical storage location or vault identifier for the mask set.,
fabrication,equipment_management,mask_set,usage_count,usage_count,,BIGINT,,,,,master_data,Total number of wafer lots processed with this mask set.,
fabrication,equipment_management,mask_set,version,version,,STRING,,,,,master_data,"Alphanumeric version label for the mask set (e.g., V1.2).",
fabrication,equipment_management,mask_set,wafer_size_mm,wafer_size_mm,,"DECIMAL(5,2)",,,,,master_data,"Diameter of wafers that the mask set is intended for, expressed in millimetres.",
fabrication,equipment_management,mask_set,wavelength_nm,wavelength_nm,,"DECIMAL(6,2)",,,,,master_data,Design wavelength of the lithography exposure system in nanometres.,
fabrication,equipment_management,photomask,photomask_id,photomask_id,Photomask Identifier,BIGINT,Y,,,,master_data,Primary key for photomask,
fabrication,equipment_management,photomask,ic_design_project_id,ic_design_project_id,Design Project Identifier (ID),BIGINT,,design.ic_design_project.ic_design_project_id,,,master_data,Foreign key reference to the IC design project for which this mask was created. Links mask to product design lineage and tapeout records.,SEMI P39 - Specification for Reticle Identification
fabrication,equipment_management,photomask,mask_set_id,mask_set_id,Mask Set Identifier (ID),BIGINT,,fabrication.mask_set.mask_set_id,,"^[A-Z0-9]{8,20}$",master_data,Business identifier for the complete mask set to which this photomask belongs. A mask set comprises all reticles required for a complete wafer fabrication process flow.,SEMI P37 - Specification for Reticle Storage and Handling
fabrication,equipment_management,photomask,reticle_set_id,reticle_set_id,Reticle Set Id (Foreign Key),BIGINT,,fabrication.reticle_set.reticle_set_id,,,master_data,Foreign key linking to fabrication.reticle_set. Business justification: Photomask belongs to a reticle set; adding reticle_set_id FK groups masks for lithography and eliminates reticle_set silo.,Internal - LLM Generated Cross-Domain Link
fabrication,equipment_management,photomask,supplier_id,supplier_id,Supplier Id (Foreign Key),BIGINT,,supply.supplier.supplier_id,,,master_data,Foreign key linking to supply.supplier. Business justification: Ensures Photomask Supplier Traceability required by mask qualification and export control audits linking each mask to its supplier record.,Internal - LLM Generated Cross-Domain Link
fabrication,equipment_management,photomask,acquisition_cost,acquisition_cost,Acquisition Cost,"DECIMAL(12,2)",,,confidential,,master_data,"Total cost paid to acquire this photomask including mask fabrication, OPC, inspection, and shipping. Denominated in USD. Used for asset valuation and depreciation.",ISO 9001 - Quality Management Systems
fabrication,equipment_management,photomask,cd_uniformity_specification,cd_uniformity_specification,Critical Dimension (CD) Uniformity Specification,"DECIMAL(6,3)",,,,,master_data,Maximum allowed CD variation across the mask field in nanometers (3-sigma). Tighter specifications required for advanced nodes. Typical range 1-5nm.,SEMI P44 - Guide for Reporting Optical Characteristics of Photomasks
fabrication,equipment_management,photomask,cleaning_cycle_count,cleaning_cycle_count,Cleaning Cycle Count,INT,,,,,master_data,Number of times this mask has undergone wet or dry cleaning to remove particles and contamination. Excessive cleaning can damage mask patterns.,SEMI P38 - Guide for Photomask Cleaning
fabrication,equipment_management,photomask,created_timestamp,created_timestamp,Created Timestamp,TIMESTAMP,,,,,master_data,Timestamp when this photomask record was first created in the system. Audit trail for data governance and compliance.,ISO 9001 - Quality Management Systems
fabrication,equipment_management,photomask,critical_defect_count,critical_defect_count,Critical Defect Count,INT,,,,,master_data,Number of critical (killer) defects that will print on wafer and cause yield loss. Subset of total defect count. Mask must be retired or repaired when this exceeds threshold.,SEMI P40 - Guide for Reporting Photomask Defects
fabrication,equipment_management,photomask,critical_dimension_target_nm,critical_dimension_target_nm,Critical Dimension (CD) Target Nanometers (nm),"DECIMAL(8,3)",,,,,master_data,Target critical dimension (minimum feature size) for this mask layer in nanometers. Used to verify mask pattern fidelity and wafer print quality.,SEMI P44 - Guide for Reporting Optical Characteristics of Photomasks
fabrication,equipment_management,photomask,cumulative_exposure_hours,cumulative_exposure_hours,Cumulative Exposure Hours,"DECIMAL(10,2)",,,,,master_data,Total hours this mask has been exposed to lithography light source (EUV or DUV). Tracks photochemical degradation and pellicle aging.,SEMI E120 - Common Equipment Model
fabrication,equipment_management,photomask,cumulative_usage_count,cumulative_usage_count,Cumulative Usage Count,INT,,,,,master_data,Total number of wafer exposures performed with this mask since first use. Primary metric for mask wear tracking and lifecycle management.,SEMI E120 - Common Equipment Model
fabrication,equipment_management,photomask,defect_count_last_inspection,defect_count_last_inspection,Defect Count Last Inspection,INT,,,,,master_data,Number of defects detected during the most recent mask inspection. Tracked to monitor mask degradation and determine cleaning or retirement needs.,SEMI P40 - Guide for Reporting Photomask Defects
fabrication,equipment_management,photomask,defect_retirement_threshold,defect_retirement_threshold,Defect Retirement Threshold,INT,,,,,master_data,Maximum critical defect count allowed before mask must be retired or sent for repair. Typically 1-5 defects depending on technology node and layer criticality.,SEMI P40 - Guide for Reporting Photomask Defects
fabrication,equipment_management,photomask,gds_file_checksum,gds_file_checksum,Graphic Data System (GDS) File Checksum,STRING,,,,"^[A-F0-9]{32,64}$",master_data,MD5 or SHA-256 checksum of the GDSII file used to generate this mask. Ensures mask-to-design traceability and detects unauthorized pattern changes.,SEMI P39 - Specification for Reticle Identification
fabrication,equipment_management,photomask,last_cleaning_date,last_cleaning_date,Last Cleaning Date,DATE,,,,,master_data,Date when the mask was last cleaned. Used to schedule preventive cleaning and correlate defect growth with cleaning intervals.,SEMI P38 - Guide for Photomask Cleaning
fabrication,equipment_management,photomask,last_inspection_date,last_inspection_date,Last Inspection Date,DATE,,,,,master_data,Date of the most recent mask inspection performed by KLA or equivalent metrology tool. Used to enforce periodic inspection schedules.,SEMI P40 - Guide for Reporting Photomask Defects
fabrication,equipment_management,photomask,last_modified_timestamp,last_modified_timestamp,Last Modified Timestamp,TIMESTAMP,,,,,master_data,Timestamp when this photomask record was last updated. Tracks data currency and supports change auditing.,ISO 9001 - Quality Management Systems
fabrication,equipment_management,photomask,layer_name,layer_name,Layer Name,STRING,,,,"^[A-Z0-9_]{2,30}$",master_data,"Process layer designation for which this photomask is used (e.g., POLY, METAL1, VIA2, CONTACT). Corresponds to the GDS layer in the design database.",SEMI P39 - Specification for Reticle Identification
